Device,Test Name,Test Status,Message(s),Test description,Test category
s2-spine2,VerifyStormControlDrops,skipped,VerifyStormControlDrops test is not supported on cEOSLab,Verifies there are no interface storm-control drop counters.,Interfaces
s2-spine2,VerifyLoggingErrors,failure,"Device has reported syslog messages with a severity of ERRORS or higher:
Dec  4 15:41:33 571282c630b4 NorCalInit: %HARDWARE-0-SYSTEM_IDENTIFICATION_FAILED: Failed to identify this system
 
",Verifies there are no syslog messages with a severity of ERRORS or higher.,Logging
s2-spine2,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
s2-spine2,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
s2-spine2,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
s2-spine2,VerifyCoredump,success,,Verifies there are no core dump files.,System
s2-spine2,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
s2-spine2,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
s2-spine2,VerifyMemoryUtilization,failure,Device has reported a high memory usage - Expected: < 75% Actual: 97.39%,Verifies whether the memory utilization is below 75%.,System
s2-spine2,VerifyNTP,success,,Verifies if NTP is synchronised.,System
s2-spine2,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
